Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x3060,40923.34,3429.278333333333,6,6,24,8,"Student Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Auto Loan, Home Equity Loan, and Personal Loan",44,25_,20.37,7.0,Bad,4654.92,30.43975199368434,6 Years and 0 Months,Yes,244.1355914478779,56.09001572791074,High_spent_Large_value_payments,282.70222615754466,2025-01-01
CUS_0x3097,174098.52_,14496.21,5,3,3,4,"Payday Loan, Student Loan, Auto Loan, and Not Specified",12,1,1.48,3.0,Good,27.94,39.15906318378523,20 Years and 3 Months,No,535.5923849900985,476.13293663087796,High_spent_Medium_value_payments,687.8956783790236,2025-01-01
CUS_0x320e,9812.96,875.7466666666666,8,3,9,-100,"Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, Not Specified, Not Specified, and Debt Consolidation Loan",8,13,12.39,5.0,Standard,727.39,28.524524601502208,8 Years and 7 Months,Yes,57.0133798275671,48.6411883597658,Low_spent_Medium_value_payments,261.9200984793338,2025-01-01
CUS_0x32d3,20107.21,1631.6008333333332,6,6,32,2,"Credit-Builder Loan, and Home Equity Loan",15,13,10.4,11.0,Standard,2544.6,28.187171606182407,19 Years and 8 Months,Yes,27.10639489500224,110.13700137757134,Low_spent_Medium_value_payments,305.91668706075967,2025-01-01
CUS_0x332b,35849.98,2823.498333333333,7,6,5,2,"Student Loan, and Student Loan",13,10,14.49,4.0,Standard,1264.32,32.835375139188464,8 Years and 10 Months,Yes,32.640074423516985,204.45447215524257,!@9#%8,315.25528675457383,2025-01-01
CUS_0x3415,7472.54,917.7116666666668,4,6,26,2,"Auto Loan, and Student Loan",22,16,10.5,8.0,_,2524.17,40.66502534768826,20 Years and 5 Months,Yes,36812.0,100.95658167140236,Low_spent_Small_value_payments,271.46924145264325,2025-01-01
CUS_0x3430,15285.495,1523.79125,0,3,9,0,,25,11,11.16,0.0,_,955.15,25.5803112212227,31 Years and 4 Months,No,0.0,37.70015704516068,High_spent_Medium_value_payments,364.6789679548393,2025-01-01
CUS_0x34fb,14360.31,973.6925,6,6,25,2,"Payday Loan, and Mortgage Loan",25,11,4.65,12.0,Standard,1920.74,37.82811689533694,8 Years and 5 Months,Yes,17.467984982988142,74.23463489927343,Low_spent_Medium_value_payments,285.6666301177384,2025-01-01
CUS_0x3530,43200.9,3807.075,8,9,16,237,"Personal Loan, Mortgage Loan, Credit-Builder Loan, and Not Specified",33,22,6.88,12.0,Bad,1404.99,35.67094794467943,11 Years and 10 Months,Yes,117.8338399423386,35.98475247724465,High_spent_Large_value_payments,466.88890758041674,2025-01-01
CUS_0x3631,7895.62,834.9683333333335,6,6,28,6,"Personal Loan, Student Loan, Auto Loan, Mortgage Loan, Auto Loan, and Personal Loan",22,18,32.42,10.0,_,4717.53,36.76249163298424,2 Years and 3 Months,NM,22.96367768436019,71.81544360394544,Low_spent_Small_value_payments,278.71771204502767,2025-01-01
CUS_0x3644,61719.9,4860.325,7,5,19,9,"Personal Loan, Payday Loan, Home Equity Loan, Not Specified, Auto Loan, Not Specified, Student Loan, Debt Consolidation Loan, and Credit-Builder Loan",38,21,26.39,13.0,Bad,3643.78,24.66903492125652,7 Years and 0 Months,Yes,354.76721033827914,215.93960833489268,High_spent_Small_value_payments,175.32568132682823,2025-01-01
CUS_0x367d,114467.67,9803.9725,1,3,4,3,"Payday Loan, Auto Loan, and Personal Loan",1,11,0.76,4.0,_,870.6,33.20146973704542,19 Years and 3 Months,No,200.9517717315547,229.11153903398213,High_spent_Large_value_payments,790.3339392344632,2025-01-01
CUS_0x369d,62380.11,5117.3425,7,5,29,5,"Credit-Builder Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Not Specified",27,15,26.26,8.0,Bad,3084.5_,25.198993188947338,7 Years and 8 Months,Yes,214.91951248534252,321.399806181358,Low_spent_Medium_value_payments,255.41493133329945,2025-01-01
CUS_0x36ab,43241.49,3282.269196467356,10,7,30,6,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Auto Loan, Not Specified, and Home Equity Loan",36,17,8.47,10.0,Bad,2174.16,30.59762389415997,12 Years and 9 Months,Yes,460.4272666027642,94.60039479976265,High_spent_Medium_value_payments,351.20639213011737,2025-01-01
CUS_0x36d3,108361.32_,8829.11,7,5,10,4_,"Mortgage Loan, Personal Loan, Auto Loan, and Debt Consolidation Loan",28,9,9.83,1.0,_,402.23,39.98471693106442,18 Years and 9 Months,Yes,194.5740888802765,465.1305450754403,!@9#%8,483.2063660442833,2025-01-01
CUS_0x36eb,9834.755,565.5629166666666,7,10,29,7,"Payday Loan, Auto Loan, Payday Loan, Auto Loan, Home Equity Loan, Auto Loan, and Student Loan",60,15,4.85,15.0,_,3651.67,35.78449303903776,8 Years and 2 Months,Yes,30.92816409457955,73.97407992347303,Low_spent_Small_value_payments,241.6540476486141,2025-01-01
CUS_0x3709,18967.25,1873.604166666667,9,6,17,6,"Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Debt Consolidation Loan",33,21,27.31,10.0,Bad,3583.51,35.74695381516537,2 Years and 6 Months,NM,48.539384393321846,20.893158167069682,High_spent_Medium_value_payments,367.9278741062751,2025-01-01
CUS_0x3849,30695.12,2610.9266666666667,2,110,9,4,"Personal Loan, Home Equity Loan, Personal Loan, and Student Loan",8,3,0.4299999999999997,1.0,_,437.39,28.177232432355925,23 Years and 6 Months,No,64.74861622071981,129.57149903687858,High_spent_Medium_value_payments,340.8758087059752,2025-01-01
CUS_0x38a4,32827.08,2597.59,7,3,10,2,"Not Specified, and Home Equity Loan",17,15_,18.65,6.0,Standard,300.7,35.63749473561565,31 Years and 3 Months,Yes,29.603681264778384,105.7539635168117,High_spent_Medium_value_payments,374.40135521841006,2025-01-01
CUS_0x3915,19570.56,1373.88,10,10,26,8,"Not Specified, Student Loan, Payday Loan, Debt Consolidation Loan, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Debt Consolidation Loan",26,23,0.69,9.0,Bad,2711.86,27.602734409982,14 Years and 0 Months,Yes,87.71030006460491,79.32581519156817,Low_spent_Small_value_payments,260.35188474382693,2025-01-01
CUS_0x39c0,62546.8_,4951.233333333334,5,6,450,2,"Credit-Builder Loan, and Student Loan",7,18,8.629999999999999,4.0,Good,1146.47,29.698583171593825,19 Years and 3 Months,No,69.72084239010081,261.49985765435315,High_spent_Small_value_payments,423.9026332888794,2025-01-01
CUS_0x3a70,106928.84,9110.736666666666,5,3,13,4,"Home Equity Loan, Mortgage Loan, Not Specified, and Home Equity Loan",19,11,20.880000000000006,10.0,Standard,619.74,38.219305286715326,17 Years and 2 Months,Yes,240.7332369784994,658.5443548633317,Low_spent_Large_value_payments,281.79607482483533,2025-01-01
CUS_0x3b01,7709.355,845.44625,7,4,32,5,"Debt Consolidation Loan, Home Equity Loan, Personal Loan, Credit-Builder Loan, and Student Loan",17,16,14.92,8.0,Standard,1510.15,36.25394403742708,12 Years and 9 Months,Yes,27.685002227766272,63.02510440779457,!@9#%8,263.8345183644392,2025-01-01
CUS_0x3bbf,23304.3,2000.025,4,7,15,0,,26,10,10.14,8.0,Standard,366.22,37.21147707817837,15 Years and 10 Months,Yes,0.0,105.17475198086912,Low_spent_Small_value_payments,384.82774801913087,2025-01-01
CUS_0x3c55,39234.08,3201.5066666666667,8,9,31,4,"Payday Loan, Auto Loan, Personal Loan, and Debt Consolidation Loan",55,19,4.94,14.0,Bad,2176.02,29.14065436921932,10 Years and 8 Months,Yes,14203.0,__10000__,Low_spent_Small_value_payments,358.1073794581337,2025-01-01
CUS_0x3c95,138806.88,11661.24,6,6,8,0,,10,11,6.78,1.0,Standard,448.22,38.3692289193092,33 Years and 2 Months,Yes,0.0,280.5400706913901,!@9#%8,1125.5839293086099,2025-01-01
CUS_0x3d10,82346.16,6928.18,6,9,18,7,"Payday Loan, Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Personal Loan",51,24,3.67,10.0,Bad,2341.16,35.333759931518124,7 Years and 0 Months,Yes,390.7054359043153,336.5313822415916,Low_spent_Large_value_payments,235.58118185409316,2025-01-01
CUS_0x3dfc,55100.76_,4763.730000000001,6,6,20,2,"Mortgage Loan, and Debt Consolidation Loan",4,9,17.14,9.0,Standard,916.34,35.45599945453947,9 Years and 2 Months,NM,60.01375335458706,84.7706238383237,High_spent_Medium_value_payments,581.5886228070892,2025-01-01
CUS_0x3e52,11253.46,808.7883333333333,3,6,6,4,"Not Specified, Credit-Builder Loan, Auto Loan, and Payday Loan",23,11,16.52,6.0,Standard,1381.81,30.7059114240353,16 Years and 4 Months,Yes,32.591081540714804,60.960498359039974,Low_spent_Large_value_payments,257.32725343357856,2025-01-01
CUS_0x3e7e,83873.61,7034.4675,7,4,5,3,"Debt Consolidation Loan, Student Loan, and Home Equity Loan",10,16,7.53,7.0,Standard,90.93,38.25539005371505,5 Years and 9 Months,NM,171.4571986741601,419.0046226297477,High_spent_Small_value_payments,372.98492869609237,2025-01-01
CUS_0x3e91,17775.71,1543.309166666667,8,5,33,8,"Home Equity Loan, Auto Loan, Home Equity Loan, Home Equity Loan, Home Equity Loan, Auto Loan, Student Loan, and Debt Consolidation Loan",29,15,19.2,8.0,_,2638.68,34.123789553347336,1 Years and 5 Months,Yes,65.87536999004014,66.66150904823046,Low_spent_Small_value_payments,311.7940376283961,2025-01-01
CUS_0x3f4a,39418.47,3099.8725,5,4,1,3,"Home Equity Loan, Personal Loan, and Mortgage Loan",10,1,-0.4400000000000004,0.0,Good,517.87,23.68517096050316,28 Years and 11 Months,No,69.7261832317601,384.85899870646347,Low_spent_Small_value_payments,145.40206806177642,2025-01-01
CUS_0x3f83,36585.12,2853.76,7,6,15,1,Home Equity Loan,20,12,11.85,0.0,Standard,1398.09,24.400832161000626,30 Years and 8 Months,Yes,21.564536095049863,109.67286874609293,High_spent_Small_value_payments,414.13859515885724,2025-01-01
CUS_0x3f9c,50657.58_,4471.465,8,10,28,7,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, Home Equity Loan, and Home Equity Loan",31,19,17.33,16.0,Bad,4128.96,34.830270932718484,6 Years and 5 Months,Yes,278.5012373960817,__10000__,Low_spent_Small_value_payments,301.6345642624308,2025-01-01
CUS_0x3fde,32033.29_,2674.4408333333336,5,3,5,4,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Not Specified",18,13,0.64,5.0,Standard,1475.3,34.53776924644064,20 Years and 3 Months,No,71.30115649571735,205.84099783664868,Low_spent_Large_value_payments,260.30192900096733,2025-01-01
CUS_0x3feb,14445.76,1040.8133333333333,10,440,2993,9,"Not Specified, Mortgage Loan, Auto Loan, Mortgage Loan, Mortgage Loan, Personal Loan, Payday Loan, Home Equity Loan, and Student Loan",23,20,16.46,14.0,Bad,4146.12,32.02674878142177,3 Years and 0 Months,Yes,93.86686785719374,116.9468633380155,Low_spent_Small_value_payments,183.2676021381241,2025-01-01
CUS_0x4028,68935.26,5518.605,1,5,8,3,"Credit-Builder Loan, Personal Loan, and Auto Loan",12,9,3.25,5.0,_,457.81,26.821038843484917,25 Years and 11 Months,No,102.79630864901532,37.17466132062248,High_spent_Large_value_payments,651.8895300303623,2025-01-01
CUS_0x40bc,9737.045,699.4204166666667,5,6,6,7,"Personal Loan, Not Specified, Credit-Builder Loan, Not Specified, Payday Loan, Mortgage Loan, and Auto Loan",29,5,5.35,9.0,_,1802.87,33.968708651739966,11 Years and 3 Months,Yes,49.64299098188836,86.62457698802507,!@9#%8,223.67447369675324,2025-01-01
CUS_0x4187,41544.52,3337.043333333333,4,3,6,2,"Personal Loan, and Debt Consolidation Loan",30,16,9.75,11.0,Standard,2434.12,33.17286853883958,6 Years and 4 Months,Yes,65.99020551409852,335.0404645194762,Low_spent_Small_value_payments,222.6736632997586,2025-01-01
CUS_0x4190,20101.36,1520.1133333333337,10,8,21,-100,"Home Equity Loan, Not Specified, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Auto Loan, and Auto Loan",17,25,5.94,12.0,Bad,1576.38,26.567774851970174,17 Years and 6 Months,Yes,67.91218182707918,182.88084161556733,Low_spent_Small_value_payments,191.21830989068684,2025-01-01
CUS_0x4198,93536.04,7565.670000000001,6,6,20,0,,16,18,11.83,3.0,Standard,863.78,41.94719894123627,27 Years and 3 Months,Yes,0.0,299.05137460786545,High_spent_Medium_value_payments,707.5156253921347,2025-01-01
CUS_0x419f,66816.26,5630.0216666666665,4,4,10,0,,15,9,11.4,2.0,_,143.87,28.569141691733623,33 Years and 6 Months,No,0.0,483.61386810648963,Low_spent_Small_value_payments,369.38829856017713,2025-01-01
CUS_0x41d4,21120.835,1790.0695833333332,3,5,2,3,"Debt Consolidation Loan, Credit-Builder Loan, and Student Loan",20,1,11.73,1.0,Good,655.39,38.68756803397768,24 Years and 8 Months,NM,35.01873174611252,69.24141793486777,High_spent_Large_value_payments,348.5109555404576,2025-01-01
CUS_0x426a,97266.3,8278.524999999998,3,5,7,4,"Personal Loan, Mortgage Loan, Home Equity Loan, and Personal Loan",0,3,9.88,7.0,Good,274.98,31.07300351543081,33 Years and 6 Months,No,201.488033498032,67.66512562345984,High_spent_Large_value_payments,798.699340878508,2025-01-01
CUS_0x427b,48090.45,4039.5375,8,8,17,5,"Student Loan, Mortgage Loan, Auto Loan, Student Loan, and Mortgage Loan",34,18,24.87,12.0,_,3088.85,37.308145892986566,0 Years and 10 Months,Yes,112.20370334448752,114.32936673151077,High_spent_Medium_value_payments,427.42067992400183,2025-01-01
CUS_0x4334,17590.83,1531.9025,10,10,34,7,"Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",44,23,1.66,15.0,_,2449.22,39.77931446212378,17 Years and 11 Months,NM,83.89104684027804,103.13920925921026,Low_spent_Small_value_payments,256.1599939005117,2025-01-01
CUS_0x4367,23312.22,1814.685,6,7,20,2,"Payday Loan, and Personal Loan",5,13,1.95,7.0,Standard,1067.99,26.175126644678244,31 Years and 6 Months,No,25.174330359780893,53.90544701404046,!@9#%8,352.38872262617866,2025-01-01
CUS_0x4403,132895.5_,11181.625,1,2,1,2,"Payday Loan, and Auto Loan",4,5,11.64,1.0,Good,1327.87,32.155595014732235,26 Years and 2 Months,No,132.0324482411133,192.31286578292176,High_spent_Large_value_payments,1033.817185975965,2025-01-01
CUS_0x440a,44789.64_,3638.47,2,3,8,0,,11,5,8.99,2.0,Good,122.27,39.96437287019085,16 Years and 8 Months,No,0.0,163.8259686658487,Low_spent_Medium_value_payments,480.02103133415125,2025-01-01
CUS_0x4487,62848.88,4546.214822192568,7,7,8,5,"Not Specified, Mortgage Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",19,19,17.34,4.0,_,2680.87,32.2306516375183,6 Years and 11 Months,Yes,767.9473449981258,345.73199433358513,Low_spent_Small_value_payments,207.55317180905448,2025-01-01
CUS_0x44c5,7136.905,842.7420833333333,7,8,34,3,"Mortgage Loan, Personal Loan, and Credit-Builder Loan",50,16,9.79,12.0,_,1920.67,24.299412630514432,9 Years and 11 Months,Yes,16.50138403229569,92.31325793538376,Low_spent_Small_value_payments,265.45956636565387,2025-01-01
CUS_0x44f0,7046.5,355.20833333333337,4,6,20,5_,"Credit-Builder Loan, Payday Loan, Student Loan, Debt Consolidation Loan, and Auto Loan",29,12,8.82,6.0,Standard,1765.67,38.36754144032119,16 Years and 9 Months,NM,23.250414829810147,15.089684600508251,Low_spent_Small_value_payments,287.18073390301487,2025-01-01
CUS_0x44f4,95421.0,7823.75,2,4,6,0,,7,4,1.36,2.0,Good,410.48,27.44683550284897,17 Years and 11 Months,No,0.0,82.58661630368343,Low_spent_Medium_value_payments,669.9453853777575,2025-01-01
CUS_0x4587,56751.72,4572.31,7,6,19,4,"Auto Loan, Student Loan, Mortgage Loan, and Student Loan",19,19,4.0,1.0,Standard,768.79,27.43213152220233,31 Years and 10 Months,No,121.44579177325328,281.9354516406438,Low_spent_Large_value_payments,323.84975658610296,2025-01-01
CUS_0x45ab,91111.98,7535.665,6,3,16,6,"Debt Consolidation Loan, Payday Loan, Not Specified, Auto Loan, Not Specified, and Credit-Builder Loan",23,12,14.91,7.0,Standard,823.66_,40.371021018499455,11 Years and 3 Months,Yes,421.3789055586012,171.60386416255042,High_spent_Medium_value_payments,410.58373027884835,2025-01-01
CUS_0x45ca,10409.755,823.4795833333333,9,7,16,5,"Payday Loan, Home Equity Loan, Auto Loan, Personal Loan, and Not Specified",57,17,9.22,13.0,_,2614.92,23.96367953821196,3 Years and 8 Months,Yes,40.663435851025895,26.333215196338788,High_spent_Small_value_payments,275.35130728596863,2025-01-01
CUS_0x463,140875.88,11490.656666666668,6,4,16,4,"Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",27,12,7.91,6.0,_,299.78,39.564992419643936,27 Years and 8 Months,Yes,392.4273994900599,532.233276847048,!@9#%8,514.4049903295588,2025-01-01
CUS_0x46a,135550.88,11547.906666666668,3,3,9,3,"Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",8,10,6.52,3.0,_,716.21,34.16396496456653,23 Years and 3 Months,No,203.49490604936543,538.4947844227556,Low_spent_Large_value_payments,682.8009761945458,2025-01-01
CUS_0x4779,16744.76,1245.3966666666663,10,5,15,7,"Not Specified, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, Not Specified, and Home Equity Loan",20,15,13.65,16.0,_,2660.39,38.88528262397678,13 Years and 5 Months,Yes,84.572968099745,124.3910623166048,Low_spent_Small_value_payments,205.57563625031688,2025-01-01
CUS_0x479c,101671.76,8340.646666666666,8,5,11,4,"Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, and Payday Loan",17,18,-0.79,5.0,Standard,673.24,33.06282679102366,19 Years and 8 Months,No,245.32075544804283,244.6355432741795,Low_spent_Medium_value_payments,469.23364821650335,2025-01-01
CUS_0x47a6,30132.24,2782.02,7,3,10,0,,24,21,9.64,7.0,Standard,162.58,23.83804151385319,7 Years and 11 Months,Yes,0.0,209.60562686683886,Low_spent_Large_value_payments,338.5963731331612,2025-01-01
CUS_0x47d3,23129.88,1735.49,5,3,7,2,"Student Loan, and Student Loan",7,14,4.1,5.0,Good,868.83,22.8720824615252,15 Years and 8 Months,No,28.675538407132148,22.71840440413609,High_spent_Large_value_payments,362.15505718873186,2025-01-01
CUS_0x481f,19758.84,1901.57,7,5,32,8_,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Not Specified",51,22,2.76,14.0,Bad,1352.88,39.00379807351774,15 Years and 5 Months,Yes,71.6947398487303,53.41737330620224,High_spent_Small_value_payments,325.0448868450675,2025-01-01
CUS_0x48c5,7206.845,716.5704166666667,3,4,14,4,"Auto Loan, Credit-Builder Loan, Student Loan, and Student Loan",27,18,17.42,5.0,Standard,1322.77,31.996558352108664,15 Years and 5 Months,Yes,19.355184612451364,88.78111516558643,Low_spent_Small_value_payments,253.5207418886289,2025-01-01
CUS_0x498a,18990.85,1531.5708333333332,6,6,30,8,"Debt Consolidation Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Personal Loan",19,25,28.71,9.0,Bad,2878.45,29.450110309587924,13 Years and 3 Months,Yes,89.32400428782911,205.54817016575657,Low_spent_Small_value_payments,148.28490887974766,2025-01-01
CUS_0x4a6a,25462.29,2295.8575,8,6,17,7,"Not Specified, Not Specified, Student Loan, Personal Loan, Debt Consolidation Loan, Not Specified, and Student Loan",26,17,8.78,7.0,Standard,1189.3,30.54950556559598,6 Years and 5 Months,Yes,95.32880068327248,233.5730840799009,Low_spent_Small_value_payments,190.68386523682662,2025-01-01
CUS_0x4afe,42321.5,3345.791666666666,4,4,9,0,,6,2,8.43,6.0,Good,688.61,25.63686886868514,30 Years and 2 Months,No,0.0,118.29130050229223,Low_spent_Large_value_payments,486.2878661643744,2025-01-01
CUS_0x4bc1,62565.60000000001,5086.8,8,8,24,4,"Personal Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",17,21,_,8.0,Bad,1401.39,33.292512760737914,15 Years and 2 Months,Yes,146.36361864024568,340.5900116414518,High_spent_Small_value_payments,281.7263697183025,2025-01-01
CUS_0x4bff,56341.2,4755.099999999999,8,6,13,3,"Auto Loan, Not Specified, and Student Loan",22,10,8.13,7.0,Standard,1674.42,36.78330540978099,9 Years and 4 Months,NM,72.01375338202756,153.92592266230542,High_spent_Medium_value_payments,499.5703239556671,2025-01-01
CUS_0x4c34,31896.42,2417.035,823,5,4,1,Payday Loan,12,8,1.91,8.0,Good,1177.43,38.39571508833362,25 Years and 10 Months,No,22.799777755562943,123.49588941946736,Low_spent_Small_value_payments,385.4078328249697,2025-01-01
CUS_0x4c80,37580.34,2836.695,5,2,7,4,"Student Loan, Not Specified, Student Loan, and Personal Loan",1,15,8.88,2.0,Good,471.32,31.172591004933327,31 Years and 6 Months,No,93.4743330007845,189.18514794442143,Low_spent_Medium_value_payments,281.01001905479404,2025-01-01
CUS_0x4cae,77832.74,6234.061666666667,5,4,5,3,"Payday Loan, Not Specified, and Not Specified",23,12_,6.01,3.0,Good,454.41,29.165407607582413,25 Years and 2 Months,No,152.73406149921473,525.066543486524,High_spent_Large_value_payments,579.0398635974955,2025-01-01
CUS_0x4d03,88400.97,7498.7475,3,7,19,5,"Payday Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",17,17,9.13,9.0,Standard,1214.05,33.31526030010433,11 Years and 2 Months,Yes,279.6012643960039,183.7370784228297,High_spent_Medium_value_payments,471.4560069944972,2025-01-01
CUS_0x4d4,38899.92,3459.66,3,2,1,4,"Personal Loan, Personal Loan, Credit-Builder Loan, and Not Specified",11,6,1.54,4.0,Good,1460.16,30.60162293840361,25 Years and 9 Months,No,104.04911078579488,132.364303314608,!@9#%8,389.55258589959715,2025-01-01
CUS_0x4d77,119875.35,9847.6125,2,2,11,2,"Student Loan, and Payday Loan",7,14,3.78,1.0,Good,1224.18,29.03510739547467,33 Years and 6 Months,No,191.54141265526985,118.89579565317317,High_spent_Large_value_payments,914.324041691557,2025-01-01
CUS_0x4daf,31438.12,2416.843333333333,1,4,9,1,Personal Loan,2,7,18.380000000000006,5.0,Good,81.9,39.85691579561219,33 Years and 4 Months,No,18.945348251000443,88.34585307828013,High_spent_Medium_value_payments,384.3931320040528,2025-01-01
CUS_0x4db6,60125.18,5280.431666666666,3,5,4,2,"Not Specified, and Not Specified",0,12,3.95,4.0,Good,677.68,33.75614877244452,30 Years and 10 Months,NM,82.29577727815085,192.81791185794705,High_spent_Medium_value_payments,502.9294775305689,2025-01-01
CUS_0x4df9,54832.83,4564.4025,6,9,24,3,"Mortgage Loan, Payday Loan, and Auto Loan",42,16,18.03,10.0,Standard,1805.46,30.084318261844004,20 Years and 5 Months,NM,121.352400682963,251.4444392804021,Low_spent_Medium_value_payments,363.6434100366349,2025-01-01
CUS_0x4e26,43430.88,3418.24,6,70,12,1,Not Specified,20,16,8.54,4.0,Standard,1288.94,33.05922414343067,18 Years and 2 Months,No,20.440817617551264,79.71229929778366,High_spent_Medium_value_payments,491.67088308466515,2025-01-01
CUS_0x4e5e,14293.345,897.1120833333333,8,5,10,5,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Not Specified, and Auto Loan",16,10,19.34,4.0,_,310.51,29.39927074495716,7 Years and 0 Months,Yes,59.42466288057615,65.77384210621389,!@9#%8,234.5127033465433,2025-01-01
CUS_0x4e8b,14976.45,1495.0375,7,6,16,0,,29,22,14.21,3.0,Standard,69.51,30.926544338625256,28 Years and 0 Months,Yes,0.0,193.5728251356899,Low_spent_Small_value_payments,245.93092486431016,2025-01-01
CUS_0x4ea4,36729.93,3135.8275,2,1,12,0,,-1,11,6.64,4.0,_,921.03,39.85465075139823,28 Years and 3 Months,No,0.0,162.52224011590988,Low_spent_Medium_value_payments,431.0605098840902,2025-01-01
CUS_0x4eea,35205.24,3025.77,3,7,6,1,Mortgage Loan,8,5,8.85,5.0,Good,851.4,23.637591124828067,17 Years and 9 Months,No,23.235429820252303,166.64043278512918,Low_spent_Small_value_payments,402.7011373946185,2025-01-01
CUS_0x4ef6,31372.54,2741.3783333333336,8,6,28,7,"Auto Loan, Debt Consolidation Loan, Student Loan, Student Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",23,15,22.82,11.0,Bad,3231.08,35.45463896674976,2 Years and 5 Months,NM,121.95980107471676,219.76642979486166,Low_spent_Small_value_payments,222.41160246375492,2025-01-01
CUS_0x4ef9,17039.415,1616.95125,2,5,4,0,,8,4,0.06999999999999984,5.0,Good,1373.74,38.30201545684741,16 Years and 5 Months,No,0.0,59.69462930320032,Low_spent_Medium_value_payments,382.0004956967997,2025-01-01
CUS_0x4efc,18350.255,1399.187916666667,5,6,19,5,"Not Specified, Personal Loan, Auto Loan, Personal Loan, and Mortgage Loan",27,18,7.75,6.0,Standard,505.97,23.42897590881256,10 Years and 10 Months,Yes,58.17802473224032,155.82447344325556,Low_spent_Small_value_payments,215.91629349117082,2025-01-01
CUS_0x4f04,72241.02,5751.085,8,4,4,1,Payday Loan,27,12,0.67,7.0,Good,843.44,25.22287360064079,29 Years and 5 Months,No,39.808328263564064,313.65638112746313,High_spent_Small_value_payments,481.64379060897295,2025-01-01
CUS_0x4f2e,62031.06,5295.255,4,4,5469,4,"Home Equity Loan, Personal Loan, Not Specified, and Not Specified",15,20,1.35,2.0,Standard,46.37,27.260728132291582,18 Years and 3 Months,No,160.20794093625622,520.9152764430545,High_spent_Large_value_payments,479.36849312637315,2025-01-01
CUS_0x4f51,20488.9,1653.4083333333335,10,199,26,9,"Debt Consolidation Loan, Student Loan, Mortgage Loan, Not Specified, Personal Loan, Credit-Builder Loan, Auto Loan, Auto Loan, and Not Specified",32,25,6.04,14.0,Bad,3680.76,37.67218763120832,1 Years and 2 Months,Yes,90.29101776820028,137.73440547723092,Low_spent_Small_value_payments,245.48167130151444,2025-01-01
CUS_0x4f6c,31969.22,2946.101666666667,6,5,8,6,"Payday Loan, Not Specified, Mortgage Loan, Payday Loan, Not Specified, and Personal Loan",6,19,15.98,6.0,Standard,1334.68,33.25851206325076,6 Years and 9 Months,Yes,142.96527479958743,181.34336513587076,!@9#%8,230.30152673120853,2025-01-01
CUS_0x4f7c,164861.36,13461.446666666665,4,3,11,0,,-3,2,6.83,1.0,Good,455.55,36.278031909575134,18 Years and 11 Months,No,0.0,509.0907924757186,Low_spent_Small_value_payments,1127.0538741909481,2025-01-01
CUS_0x4fc2,85770.33,7275.5275,5,5,5,-100,"Home Equity Loan, Payday Loan, and Not Specified",16,11,5.25,3.0,Good,1280.08,26.19098344700215,18 Years and 3 Months,No,144.42930207423103,383.49215441021795,Low_spent_Medium_value_payments,479.63129351555114,2025-01-01
